id,source,annotator,text,tokens,ac,ap,conf,ipv,link,keyword,date
63,simulation_ipv,shr,तेरो कुरा को के भ्यालु तँ त रन्डी आइमाई भन्दा नि निच हो तेरो कुरा सुन्नु र तेरो पछि लग्नु भनेको आत्महत्या बराबर हो |,"['तेरो', 'कुरा', 'को', 'के', 'भ्यालु', 'तँ', 'त', 'रन्डी', 'आइमाई', 'भन्दा', 'नि', 'निच', 'हो', 'तेरो', 'कुरा', 'सुन्नु', 'र', 'तेरो', 'पछि', 'लग्नु', 'भनेको', 'आत्महत्या', 'बराबर', 'हो', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '1', '1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",8,1,,,
65,simulation_ipv,shr,रन्डी आइमाई ! जता बाट पनि पाइहाल्छेस नि केटा खेलाउन |,"['रन्डी', 'आइमाई', '!', 'जता', 'बाट', 'पनि', 'पाइहाल्छेस', 'नि', 'केटा', 'खेलाउन', '|']","['B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O']","['1', '1', '_', '_', '_', '_', '1', '1', '1', '1', '_']",8,1,,,
66,simulation_ipv,shr,रन्डी साली लाज सरम छैन तलाई त सम्झिएर जिन्दगी संग घिन लागेर आउन थाल्यो |,"['रन्डी', 'साली', 'लाज', 'सरम', 'छैन', 'तलाई', 'त', 'सम्झिएर', 'जिन्दगी', 'संग', 'घिन', 'लागेर', 'आउन', 'थाल्यो', '|']","['B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['1', '1', '1', '1', '1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",8,1,,,
67,simulation_ipv,shr,कति सम्म की घटिया आइमाई रहिछेस हो तँ |,"['कति', 'सम्म', 'की', 'घटिया', 'आइमाई', 'रहिछेस', 'हो', 'तँ', '|']","['O', 'O', 'O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'O', 'O']","['_', '_', '_', '1', '1', '1', '_', '_', '_']",8,1,,,
68,simulation_ipv,shr,मेरो आमाको कसम तेरो माया नहुन्थेयो भने तेरो घाटि काटेर तेही चाकुले मेरो पनि गला काटेर मर्नी थिए |,"['मेरो', 'आमाको', 'कसम', 'तेरो', 'माया', 'नहुन्थेयो', 'भने', 'तेरो', 'घाटि', 'काटेर', 'तेही', 'चाकुले', 'मेरो', 'पनि', 'गला', 'काटेर', 'मर्नी', 'थिए', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '1', '1', '1', '1', '1', '1', '1', '1', '1', '_', '_']",9,1,,,
69,simulation_ipv,shr,भाग् रन्डी फसाउनी बेलामा फसाहिस अहिले आएर यस्तो भन्छेस् |,"['भाग्', 'रन्डी', 'फसाउनी', 'बेलामा', 'फसाहिस', 'अहिले', 'आएर', 'यस्तो', 'भन्छेस्', '|']","['O', 'B-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '0', '_', '_', '_', '_', '_', '_', '_', '_']",7,1,,,
70,simulation_ipv,shr,"तँ जस्तो अपराधी कुकुर्नी कोहि छैनन् होला , मेरो जिन्दगी बर्बाद बनाइदिस |","['तँ', 'जस्तो', 'अपराधी', 'कुकुर्नी', 'कोहि', 'छैनन्', 'होला', ',', 'मेरो', 'जिन्दगी', 'बर्बाद', 'बनाइदिस', '|']","['O', 'O', 'B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '0', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_']",8,0,,,
71,simulation_ipv,shr,छि छि हेर यो रन्डी आइमाई बोलेको अनुहार हेर्दा नि दिक्क लाग्छ तेरो |,"['छि', 'छि', 'हेर', 'यो', 'रन्डी', 'आइमाई', 'बोलेको', 'अनुहार', 'हेर्दा', 'नि', 'दिक्क', 'लाग्छ', 'तेरो', '|']","['B-profanity', 'I-profanity', 'O', 'O', 'B-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0', '0', '_', '_', '1', '1', '_', '_', '_', '_', '_', '_', '_', '_']",7,1,,,
72,simulation_ipv,shr,पहाडिया आइमाई रन्डी तँ त मरे पनि मलाई शान्ति हुन्थ्यो |,"['पहाडिया', 'आइमाई', 'रन्डी', 'तँ', 'त', 'मरे', 'पनि', 'मलाई', 'शान्ति', 'हुन्थ्यो', '|']","['B-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'B-profanity', 'O', 'O', 'O', 'O', 'O']","['0', '0', '0', '_', '_', '1', '_', '_', '_', '_', '_']",8,1,,,
73,simulation_ipv,shr,बच्चा त कुकुरले पनि पाउछ धेरै नाटक देखाउनु पर्दैन बुझिस् |,"['बच्चा', 'त', 'कुकुरले', 'पनि', 'पाउछ', 'धेरै', 'नाटक', 'देखाउनु', 'पर्दैन', 'बुझिस्', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O']","['_', '_', '_', '_', '_', '_', '0', '0', '0', '0', '_']",8,1,,,
74,simulation_ipv,shr,आमा पनि भालु छोरि पनि भालु थुक्क रन्डीहरु बुडाको इज्जत फाल्दै हिडिस बुडेस कालमा कुकुरले जस्तो दुख पाउछेस |,"['आमा', 'पनि', 'भालु', 'छोरि', 'पनि', 'भालु', 'थुक्क', 'रन्डीहरु', 'बुडाको', 'इज्जत', 'फाल्दै', 'हिडिस', 'बुडेस', 'कालमा', 'कुकुरले', 'जस्तो', 'दुख', 'पाउछेस', '|']","['B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['1', '1', '1', '1', '1', '1', '0', '1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",9,1,,,
75,simulation_ipv,shr,भाग् अलक्षिनि जा गएर मर्नु छ मर |,"['भाग्', 'अलक्षिनि', 'जा', 'गएर', 'मर्नु', 'छ', 'मर', '|']","['O', 'B-profanity', 'B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O']","['_', '0', '1', '1', '1', '1', '1', '_']",6,1,,,
77,simulation_ipv,shr,मर्दा नि हुन्छ तँ अलक्षिनि केटि |,"['मर्दा', 'नि', 'हुन्छ', 'तँ', 'अलक्षिनि', 'केटि', '|']","['B-profanity', 'I-profanity', 'I-profanity', 'O', 'B-profanity', 'I-profanity', 'O']","['1', '1', '1', '_', '1', '1', '_']",8,1,,,
78,simulation_ipv,shr,"अलक्षिनि तँ नबोल , फुटेको आखाले नि हेर्न मन छैन तलाई |","['अलक्षिनि', 'तँ', 'नबोल', ',', 'फुटेको', 'आखाले', 'नि', 'हेर्न', 'मन', 'छैन', 'तलाई', '|']","['B-profanity', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O', 'O']","['0', '_', '_', '_', '1', '1', '1', '1', '1', '1', '_', '_']",8,1,,,
79,simulation_ipv,shr,तँ झाक्रीलाई नांगै दौडाउनु पर्छ सोमत नभएकी आइमाई नकचरी |,"['तँ', 'झाक्रीलाई', 'नांगै', 'दौडाउनु', 'पर्छ', 'सोमत', 'नभएकी', 'आइमाई', 'नकचरी', '|']","['O', 'O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'B-profanity', 'O']","['_', '_', '1', '1', '1', '1', '1', '1', '0', '_']",7,1,,,
80,simulation_ipv,shr,तँ रन्डीले अरुको कुरा सुनेर पैसाको पछि लाग्दाको पाप भोग्नु पर्छ |,"['तँ', 'रन्डीले', 'अरुको', 'कुरा', 'सुनेर', 'पैसाको', 'पछि', 'लाग्दाको', 'पाप', 'भोग्नु', 'पर्छ', '|']","['O', 'B-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'O']","['_', '0', '_', '_', '_', '_', '_', '_', '0', '0', '0', '_']",6,1,,,
81,simulation_ipv,shr,तँ रन्डीको बान केटा होस् खाते साले कुत्ता आफ्नु औकातमा बस् त |,"['तँ', 'रन्डीको', 'बान', 'केटा', 'होस्', 'खाते', 'साले', 'कुत्ता', 'आफ्नु', 'औकातमा', 'बस्', 'त', '|']","['O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'B-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O']","['_', '1', '1', '1', '1', '0', '0', '0', '_', '_', '_', '_', '_']",9,1,,,
82,simulation_ipv,shr,"तँ रन्डीको बान खाते साला बोरा , बोत्तल उठाउने मुजी |","['तँ', 'रन्डीको', 'बान', 'खाते', 'साला', 'बोरा', ',', 'बोत्तल', 'उठाउने', 'मुजी', '|']","['O', 'B-character_assasination', 'I-character_assasination', 'B-profanity', 'I-profanity', 'I-profanity', 'O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O']","['_', '0', '0', '0', '0', '0', '_', '1', '1', '1', '_']",8,1,,,
83,simulation_ipv,shr,कस्तो बेउरा सीधेको कुकुर्नी आइमाई हौ लाज घिन पचेकी |,"['कस्तो', 'बेउरा', 'सीधेको', 'कुकुर्नी', 'आइमाई', 'हौ', 'लाज', 'घिन', 'पचेकी', '|']","['O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O']","['_', '1', '1', '1', '1', '_', '0', '0', '0', '_']",7,1,,,
84,simulation_ipv,shr,कस्तो भालु रहिछ यार यो आइमाई . . . . स्तुपिड |,"['कस्तो', 'भालु', 'रहिछ', 'यार', 'यो', 'आइमाई', '.', '.', '.', '.', 'स्तुपिड', '|']","['O', 'B-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'O']","['_', '0', '0', '_', '_', '_', '_', '_', '_', '_', '0', '_']",5,1,,,
85,simulation_ipv,shr,धेरै ठुलो कुरा नगर भालु केटि |,"['धेरै', 'ठुलो', 'कुरा', 'नगर', 'भालु', 'केटि', '|']","['O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'O']","['_', '_', '_', '_', '0', '0', '_']",6,1,,,
86,simulation_ipv,shr,तँ जस्तो लाज पचेकी आइमाईले जे गर्दा नि के लाज हुन्छ र |,"['तँ', 'जस्तो', 'लाज', 'पचेकी', 'आइमाईले', 'जे', 'गर्दा', 'नि', 'के', 'लाज', 'हुन्छ', 'र', '|']","['O', 'O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'B-character_assasination', 'I-character_assasination', 'O', 'O']","['_', '_', '1', '1', '1', '_', '_', '_', '_', '0', '0', '_', '_']",7,1,,,
87,simulation_ipv,shr,"लाज पचेको मात्र होइन , पागल नि हो तँ भन्ने थाहा भो आज ! तैत !","['लाज', 'पचेको', 'मात्र', 'होइन', ',', 'पागल', 'नि', 'हो', 'तँ', 'भन्ने', 'थाहा', 'भो', 'आज', '!', 'तैत', '!']","['B-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'B-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0', '0', '_', '_', '_', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",7,1,,,
88,simulation_ipv,shr,"कति नकचरी हुनसकेको हो बैसको मातमात होला नि , लाज पचेको बाहुनी |","['कति', 'नकचरी', 'हुनसकेको', 'हो', 'बैसको', 'मातमात', 'होला', 'नि', ',', 'लाज', 'पचेको', 'बाहुनी', '|']","['O', 'B-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-character_assasination', 'I-character_assasination', 'B-ethnic_violence', 'O']","['_', '0', '_', '_', '_', '_', '_', '_', '_', '0', '0', '0', '_']",8,1,,,
89,simulation_ipv,shr,"तँ जस्तो खात्ते आइमाई मैले कहिले देखेको छैन , आफुले चै जेपिती गर्ने अनि मलाई नराम्रो भन्दै हिड्ने |","['तँ', 'जस्तो', 'खात्ते', 'आइमाई', 'मैले', 'कहिले', 'देखेको', 'छैन', ',', 'आफुले', 'चै', 'जेपिती', 'गर्ने', 'अनि', 'मलाई', 'नराम्रो', 'भन्दै', 'हिड्ने', '|']","['O', 'O', 'B-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '0', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",7,1,,,
